Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,participant_id,posture
2.36,2.4,3.36,2.71,2.94,3.66,0.96,4.11,1.19,3.92,0.0,3.41,4.19,02,leaning-backward
2.38,2.4,3.4,2.74,2.97,3.64,0.96,4.14,1.19,3.96,0.0,3.42,4.19,02,leaning-backward
2.4,2.41,3.4,2.7,2.94,3.66,0.94,4.11,1.21,3.99,0.0,3.45,4.11,02,leaning-backward
2.4,2.42,3.42,2.71,2.96,3.66,0.94,4.19,1.21,3.94,0.0,3.42,4.19,02,leaning-backward
2.38,2.41,3.4,2.71,2.95,3.66,0.95,4.14,1.2,3.94,0.0,3.41,4.19,02,leaning-backward
2.38,2.41,3.38,2.74,2.97,3.67,0.94,4.14,1.2,3.96,0.0,3.45,4.14,02,leaning-backward
2.36,2.41,3.35,2.71,2.95,3.64,0.96,4.14,1.2,3.96,0.0,3.46,4.14,02,leaning-backward
2.39,2.4,3.4,2.74,2.99,3.67,0.94,4.16,1.2,3.96,0.0,3.47,4.14,02,leaning-backward
2.34,2.41,3.38,2.71,2.94,3.66,0.91,4.19,1.21,3.96,0.0,3.45,4.16,02,leaning-backward
2.4,2.38,3.4,2.74,2.96,3.63,0.94,4.16,1.2,3.96,0.0,3.45,4.19,02,leaning-backward
2.39,2.41,3.4,2.72,2.95,3.64,0.95,4.19,1.2,3.94,0.0,3.47,4.16,02,leaning-backward
2.38,2.38,3.41,2.7,2.95,3.63,0.95,4.14,1.2,3.96,0.0,3.5,4.24,02,leaning-backward
2.36,2.39,3.36,2.67,2.99,3.63,0.94,4.14,1.21,3.96,0.0,3.51,4.19,02,leaning-backward
2.36,2.36,3.41,2.71,2.96,3.64,0.94,4.16,1.23,3.96,0.0,3.51,4.16,02,leaning-backward
2.36,2.39,3.4,2.71,2.92,3.66,0.93,4.19,1.2,3.99,0.0,3.54,4.19,02,leaning-backward
2.42,2.42,3.41,2.9,3.13,3.96,0.9,3.84,1.38,4.53,0.0,3.36,4.38,02,leaning-backward
2.3,2.46,3.4,2.63,3.01,3.86,0.95,3.84,1.41,4.72,3.92,3.38,4.59,02,leaning-backward
2.08,2.47,3.55,2.39,2.89,3.64,0.91,4.43,1.17,4.21,0.0,3.35,4.05,02,leaning-backward
2.28,2.46,3.58,2.42,2.9,3.64,0.95,4.64,1.19,4.16,0.0,3.38,3.59,02,leaning-backward
1.83,2.45,3.55,2.56,2.97,3.72,0.89,4.69,1.25,4.21,0.0,3.31,3.54,02,leaning-backward
1.58,2.31,3.51,2.63,2.97,3.66,0.86,4.64,1.25,4.16,0.0,3.38,3.8,02,leaning-backward
1.51,2.0,3.25,2.71,2.95,3.66,0.82,4.38,1.24,4.24,0.0,3.59,4.19,02,leaning-backward
1.5,2.0,3.25,2.71,2.94,3.7,0.84,4.19,1.26,4.3,0.0,3.58,4.32,02,leaning-backward
1.69,1.96,3.3,2.65,2.99,3.74,0.8,4.35,1.34,4.3,0.0,3.64,4.32,02,leaning-backward
1.79,2.19,3.36,2.7,2.95,3.7,0.82,4.35,1.33,4.3,0.0,3.67,4.32,02,leaning-backward
1.74,2.16,3.33,2.75,2.97,3.7,0.81,4.43,1.31,4.26,0.0,3.66,4.26,02,leaning-backward
1.71,2.19,3.38,2.78,2.99,3.72,0.8,4.4,1.33,4.16,0.0,3.66,4.26,02,leaning-backward
1.86,2.21,3.41,2.8,3.06,3.7,0.81,4.4,1.31,4.3,0.0,3.63,4.24,02,leaning-backward
1.92,2.25,3.42,2.74,3.01,3.72,0.84,4.38,1.33,4.28,0.0,3.66,4.26,02,leaning-backward
1.95,2.24,3.45,2.76,2.99,3.78,0.82,4.45,1.34,4.26,0.0,3.61,4.24,02,leaning-backward
1.89,2.26,3.46,2.8,2.95,3.74,0.85,4.43,1.38,4.32,0.0,3.59,4.24,02,leaning-backward
1.7,2.25,3.42,2.78,2.96,3.72,0.82,4.5,1.36,4.28,0.0,3.55,4.24,02,leaning-backward
1.67,2.24,3.4,2.75,2.92,3.67,0.81,4.45,1.39,4.28,0.0,3.61,4.3,02,leaning-backward
1.89,2.26,3.46,2.74,2.91,3.64,0.82,4.45,1.41,4.28,0.0,3.55,4.3,02,leaning-backward
2.0,2.3,3.47,2.54,2.71,3.46,0.81,4.47,1.42,4.28,0.0,3.55,4.3,02,leaning-backward
2.0,2.3,3.46,2.63,2.75,3.46,0.82,4.47,1.4,4.26,0.0,3.55,4.28,02,leaning-backward
1.99,2.31,3.46,2.66,2.8,3.54,0.84,4.5,1.41,4.26,0.0,3.58,4.28,02,leaning-backward
1.84,2.26,3.46,2.65,2.83,3.58,0.82,4.56,1.48,4.16,0.0,3.5,4.24,02,leaning-backward
2.0,2.31,3.45,2.47,2.8,3.51,0.84,4.5,1.45,4.26,0.0,3.51,4.19,02,leaning-backward
2.09,2.3,3.45,2.69,2.76,3.59,0.81,4.5,1.38,4.3,0.0,3.51,4.16,02,leaning-backward
2.09,2.3,3.46,2.66,2.85,3.59,0.8,4.5,1.4,4.21,0.0,3.54,4.21,02,leaning-backward
2.1,2.31,3.45,2.69,2.84,3.58,0.84,4.47,1.4,3.99,0.0,3.35,4.16,02,leaning-backward
2.09,2.31,3.46,2.69,2.8,3.55,0.85,4.47,1.38,4.28,0.0,3.51,4.21,02,leaning-backward
2.14,2.31,3.42,2.71,2.83,3.55,0.82,4.45,1.38,4.3,0.0,3.5,4.19,02,leaning-backward
2.14,2.35,3.45,2.69,2.79,3.5,0.84,4.5,1.36,4.26,0.0,3.47,4.21,02,leaning-backward
2.16,2.33,3.35,2.69,2.81,3.54,0.86,4.53,1.38,4.32,0.0,3.51,4.19,02,leaning-backward
2.19,2.36,3.47,2.66,2.84,3.59,0.85,4.53,1.39,4.38,0.0,3.51,4.32,02,leaning-backward
2.17,2.35,3.47,2.74,2.79,3.55,0.85,4.5,1.39,4.35,0.0,3.51,4.26,02,leaning-backward
2.19,2.35,3.51,2.72,2.88,3.61,0.86,4.53,1.41,4.38,0.0,3.51,4.35,02,leaning-backward
2.16,2.35,3.54,2.76,2.94,3.66,0.85,4.47,1.42,4.45,0.0,3.59,4.35,02,leaning-backward
2.19,2.39,3.55,2.8,2.91,3.63,0.86,4.61,1.46,4.38,0.0,3.59,4.32,02,leaning-backward
2.17,2.36,3.54,2.75,2.67,3.55,0.86,4.59,1.46,4.35,0.0,3.61,4.32,02,leaning-backward
2.19,2.35,3.55,2.78,2.95,3.63,0.86,4.5,1.45,4.4,0.0,3.61,4.38,02,leaning-backward
2.21,2.36,3.54,2.78,2.9,3.64,0.88,4.5,1.45,4.38,0.0,3.61,4.35,02,leaning-backward
2.21,2.36,3.51,2.79,2.92,3.63,0.84,4.47,1.44,4.4,0.0,3.63,4.3,02,leaning-backward
2.2,2.38,3.45,2.79,2.94,3.61,0.88,4.53,1.45,4.32,0.0,3.64,4.32,02,leaning-backward
2.26,2.34,3.55,2.79,2.92,3.63,0.88,4.47,1.42,4.35,0.0,3.61,4.4,02,leaning-backward
2.26,2.36,3.45,2.72,2.96,3.59,0.86,4.45,1.42,4.38,0.0,3.63,4.3,02,leaning-backward
2.15,2.31,3.47,2.81,2.99,3.7,0.88,4.47,1.34,4.45,0.0,3.66,4.56,02,leaning-backward
2.19,2.3,3.51,2.83,2.92,3.74,0.85,4.43,1.39,4.45,0.0,3.59,4.45,02,leaning-backward
2.16,2.31,3.51,2.84,2.97,3.58,0.85,4.43,1.39,4.47,0.0,3.61,4.5,02,leaning-backward
2.21,2.33,3.5,2.84,2.94,3.72,0.89,4.43,1.39,4.47,0.0,3.64,4.59,02,leaning-backward
2.2,2.31,3.5,2.85,2.96,3.7,0.89,4.43,1.42,4.47,0.0,3.67,4.5,02,leaning-backward
2.24,2.33,3.5,2.83,2.96,3.67,0.84,4.47,1.42,4.45,0.0,3.7,4.5,02,leaning-backward
2.21,2.33,3.46,2.79,2.91,3.64,0.88,4.5,1.42,4.47,0.0,3.66,4.5,02,leaning-backward
2.26,2.36,3.45,2.85,2.95,3.7,0.86,4.47,1.42,4.47,0.0,3.66,4.56,02,leaning-backward
2.21,2.3,3.5,2.85,2.94,3.74,0.88,4.5,1.42,4.47,0.0,3.63,4.53,02,leaning-backward
2.25,2.35,3.51,2.85,2.96,3.7,0.86,4.53,1.42,4.47,0.0,3.66,4.61,02,leaning-backward
2.21,2.29,3.54,2.85,2.96,3.7,0.85,4.53,1.42,4.45,0.0,3.36,4.5,02,leaning-backward
2.29,2.34,3.54,2.85,3.01,3.72,0.86,4.45,1.44,4.45,0.0,3.63,4.56,02,leaning-backward
2.26,2.33,3.5,2.84,2.95,3.74,0.86,4.5,1.45,4.5,0.0,3.64,4.59,02,leaning-backward
2.3,2.36,3.5,2.84,2.94,3.67,0.88,4.53,1.42,4.45,0.0,3.5,4.47,02,leaning-backward
2.31,2.36,3.54,2.84,2.91,3.67,0.85,4.5,1.45,4.43,0.0,3.63,4.5,02,leaning-backward
2.34,2.33,3.55,2.84,2.96,3.38,0.88,4.5,1.42,4.32,0.0,3.64,4.59,02,leaning-backward
2.34,2.38,3.47,2.85,2.92,3.7,0.86,4.56,1.42,4.45,0.0,3.72,4.53,02,leaning-backward
2.31,2.36,3.51,2.85,2.92,3.67,0.85,4.53,1.41,4.26,0.0,3.72,4.59,02,leaning-backward
2.29,2.35,3.55,2.81,2.94,3.66,0.85,4.5,1.4,4.45,0.0,3.74,4.59,02,leaning-backward
2.29,2.36,3.51,2.88,2.94,3.74,0.86,4.56,1.42,4.45,0.0,3.74,4.59,02,leaning-backward
2.29,2.34,3.51,2.89,2.95,3.72,0.88,4.53,1.44,4.45,0.0,3.8,4.56,02,leaning-backward
2.31,2.35,3.54,2.84,2.91,3.72,0.88,4.56,1.42,4.4,0.0,3.76,4.56,02,leaning-backward
2.26,2.36,3.51,2.83,2.94,3.7,0.88,4.53,1.42,4.45,0.0,3.72,4.59,02,leaning-backward
2.31,2.35,3.5,2.88,2.94,3.74,0.86,4.53,1.45,4.38,0.0,3.66,4.59,02,leaning-backward
2.26,2.31,3.54,2.89,2.95,3.72,0.88,4.56,1.44,4.47,0.0,3.67,4.56,02,leaning-backward
2.31,2.35,3.5,2.84,2.92,3.67,0.86,4.5,1.44,4.45,0.0,3.7,4.59,02,leaning-backward
2.28,2.35,3.54,2.88,2.94,3.7,0.86,4.53,1.45,4.43,0.0,3.67,4.56,02,leaning-backward
2.33,2.36,3.47,2.79,2.88,3.64,0.88,4.53,1.45,4.45,0.0,3.74,4.59,02,leaning-backward
2.31,2.36,3.5,2.84,2.92,3.67,0.88,4.53,1.46,4.45,0.0,3.74,4.64,02,leaning-backward
2.31,2.36,3.51,2.9,2.92,3.7,0.84,4.5,1.46,4.45,0.0,3.72,4.56,02,leaning-backward
2.33,2.35,3.5,2.89,2.9,3.67,0.86,4.53,1.46,4.45,0.0,3.7,4.61,02,leaning-backward
2.33,2.34,3.5,2.85,2.91,3.72,0.86,4.56,1.48,4.43,0.0,3.66,4.59,02,leaning-backward
2.3,2.36,3.51,2.89,2.95,3.67,0.86,4.53,1.48,4.4,0.0,3.64,4.61,02,leaning-backward
2.34,2.34,3.51,2.83,2.92,3.66,0.84,4.56,1.46,4.43,0.0,3.67,4.61,02,leaning-backward
2.35,2.35,3.5,2.91,2.94,3.67,0.84,4.53,1.46,4.45,0.0,3.64,4.64,02,leaning-backward
2.28,2.3,3.5,2.89,2.94,3.66,0.86,4.5,1.48,4.43,0.0,3.67,4.69,02,leaning-backward
2.34,2.36,3.55,2.91,2.94,3.7,0.88,4.5,1.46,4.45,0.0,3.67,4.64,02,leaning-backward
2.33,2.36,3.5,2.88,2.94,3.67,0.88,4.5,1.49,4.43,0.0,3.67,4.59,02,leaning-backward
2.3,2.36,3.54,2.85,2.92,3.67,0.85,4.45,1.48,4.4,0.0,3.72,4.61,02,leaning-backward
2.33,2.36,3.5,2.85,2.94,3.7,0.86,4.5,1.46,4.47,0.0,3.8,4.61,02,leaning-backward
2.34,2.39,3.54,2.85,2.96,3.76,0.85,4.45,1.46,4.45,0.0,3.84,4.61,02,leaning-backward
2.36,2.39,3.51,2.9,2.95,3.7,0.86,4.47,1.44,4.47,0.0,3.8,4.66,02,leaning-backward
2.3,2.36,3.5,2.84,2.96,3.67,0.85,4.47,1.45,4.43,0.0,3.78,4.64,02,leaning-backward
2.34,2.36,3.47,2.83,2.91,3.66,0.85,4.53,1.45,4.45,0.0,3.81,4.64,02,leaning-backward
2.31,2.36,3.5,2.85,2.94,3.72,0.88,4.5,1.46,4.45,0.0,3.78,4.61,02,leaning-backward
2.3,2.36,3.45,2.89,2.9,3.72,0.88,4.5,1.46,4.45,0.0,3.72,4.61,02,leaning-backward
2.36,2.36,3.47,2.89,2.91,3.67,0.85,4.47,1.45,4.47,0.0,3.74,4.66,02,leaning-backward
2.3,2.41,3.54,2.89,2.92,3.67,0.86,4.47,1.45,4.47,0.0,3.74,4.61,02,leaning-backward
2.34,2.36,3.47,2.84,2.89,3.66,0.86,4.53,1.44,4.45,0.0,3.74,4.56,02,leaning-backward
2.36,2.36,3.47,2.89,2.92,3.7,0.88,4.5,1.44,4.47,0.0,3.67,4.53,02,leaning-backward
2.35,2.36,3.45,2.92,2.95,3.72,0.88,4.47,1.44,4.5,0.0,3.72,4.61,02,leaning-backward
2.36,2.35,3.47,2.78,2.67,3.61,0.88,4.56,1.41,4.43,0.0,3.81,4.66,02,leaning-backward
2.34,2.36,3.46,2.74,2.74,3.59,0.84,4.53,1.39,4.5,0.0,3.88,4.75,02,leaning-backward
2.36,2.36,3.42,2.66,2.69,3.51,0.84,4.43,1.36,4.45,0.0,3.88,4.66,02,leaning-backward
2.36,2.38,3.46,2.7,2.67,3.51,0.84,4.45,1.38,4.47,0.0,3.86,4.72,02,leaning-backward
2.3,2.36,3.45,2.75,2.79,3.54,0.88,4.5,1.4,4.43,0.0,3.81,4.66,02,leaning-backward
2.33,2.36,3.41,2.74,2.72,3.55,0.88,4.5,1.39,4.47,0.0,3.86,4.72,02,leaning-backward
2.19,2.39,3.38,2.63,2.63,3.46,0.86,4.53,1.24,4.4,0.0,3.74,4.69,02,leaning-backward
2.75,2.85,3.9,3.03,3.4,4.1,1.21,4.16,1.4,4.45,5.1,3.81,4.4,02,leaning-forward
2.7,2.74,3.88,3.04,3.36,4.07,1.24,4.28,1.4,4.45,5.24,3.88,4.56,02,leaning-forward
2.65,2.69,3.81,2.99,3.31,4.07,1.23,4.21,1.36,4.43,5.26,3.86,4.56,02,leaning-forward
2.58,2.7,3.8,3.05,3.3,4.03,1.17,4.19,1.36,4.47,5.44,3.92,4.75,02,leaning-forward
2.61,2.74,3.78,3.03,3.38,4.07,1.19,4.19,1.4,4.47,5.3,3.92,4.66,02,leaning-forward
2.67,2.72,3.88,3.06,3.33,4.03,1.15,4.24,1.4,4.47,5.4,3.92,4.75,02,leaning-forward
2.72,2.75,3.88,2.83,3.28,4.01,1.14,4.28,1.39,4.45,5.66,4.01,4.86,02,leaning-forward
2.78,2.76,3.88,2.94,3.28,4.01,1.13,4.24,1.4,4.5,5.63,3.96,4.84,02,leaning-forward
2.88,2.88,3.9,3.01,3.38,4.05,1.19,4.26,1.42,4.47,5.4,3.81,4.66,02,leaning-forward
2.81,2.85,4.01,3.04,3.38,4.07,1.16,4.43,0.01,4.45,5.85,3.96,4.84,02,leaning-forward
2.75,2.83,3.99,3.08,3.36,4.03,1.14,4.35,1.44,4.47,5.85,3.94,4.89,02,leaning-forward
2.64,2.75,3.88,2.95,3.17,3.67,1.13,4.3,1.38,4.35,5.85,3.96,4.86,02,leaning-forward
2.53,2.74,3.81,2.91,3.25,3.94,1.11,4.32,1.38,4.53,5.85,4.03,4.99,02,leaning-forward
2.59,2.78,3.84,2.99,3.3,3.92,1.11,4.32,1.42,4.5,5.81,3.99,4.99,02,leaning-forward
2.65,2.76,3.78,2.95,3.21,3.9,1.09,4.3,1.44,4.47,5.85,3.99,5.01,02,leaning-forward
2.69,2.75,3.9,2.94,3.25,3.92,1.1,4.26,1.4,4.5,5.78,3.96,4.93,02,leaning-forward
2.78,2.78,3.9,2.97,3.31,3.96,1.13,4.32,1.42,4.45,5.81,3.92,4.84,02,leaning-forward
2.88,2.79,3.92,3.01,3.33,4.01,1.14,4.32,1.41,4.4,5.78,3.9,4.8,02,leaning-forward
2.84,2.84,3.94,2.94,3.33,4.01,1.13,4.32,1.48,4.5,5.89,4.01,4.99,02,leaning-forward
2.88,2.74,3.96,2.78,3.28,4.03,1.13,4.35,0.01,4.5,6.05,4.05,4.89,02,leaning-forward
2.38,2.61,3.94,2.25,3.01,3.84,1.01,4.61,0.0,4.43,0.0,4.19,4.93,02,leaning-forward
2.1,2.4,3.74,2.45,3.11,3.94,0.91,4.5,1.38,4.53,0.0,4.24,4.99,02,leaning-forward
2.04,2.31,3.59,2.63,3.26,4.1,0.95,4.4,1.27,4.5,0.0,4.16,4.99,02,leaning-forward
2.2,2.41,3.63,2.74,3.28,4.11,1.02,4.5,1.33,4.45,0.0,4.19,4.84,02,leaning-forward
2.34,2.53,3.66,2.76,3.33,4.05,1.04,4.53,1.49,4.4,0.0,4.05,4.8,02,leaning-forward
2.41,2.54,3.7,2.76,3.28,4.05,1.08,4.56,1.5,4.3,0.0,4.03,4.8,02,leaning-forward
2.41,2.63,3.8,2.85,3.36,4.16,1.09,4.59,1.48,4.32,0.0,4.05,4.8,02,leaning-forward
2.59,2.65,3.8,2.89,3.35,4.16,1.11,4.5,1.48,4.4,0.0,4.07,4.8,02,leaning-forward
2.6,2.65,3.74,2.9,3.35,4.14,1.1,4.53,1.49,4.45,0.0,4.11,4.95,02,leaning-forward
2.61,2.63,3.78,2.91,3.41,4.16,1.13,4.5,1.5,4.45,0.0,4.16,5.01,02,leaning-forward
2.64,2.69,3.7,2.94,3.36,4.16,1.14,4.47,1.5,4.47,0.0,4.1,4.93,02,leaning-forward
2.69,2.7,3.8,3.03,3.42,4.16,1.13,4.59,1.49,4.53,0.0,4.14,5.05,02,leaning-forward
2.7,2.71,3.74,2.95,3.33,4.1,1.09,4.4,1.41,4.4,0.0,4.14,5.05,02,leaning-forward
2.72,2.72,3.84,2.92,3.33,4.19,1.1,4.47,1.51,4.43,0.0,4.19,5.14,02,leaning-forward
2.74,2.76,3.81,2.99,3.42,4.21,1.09,4.03,1.49,4.53,0.0,4.1,5.07,02,leaning-forward
2.69,2.7,3.84,2.97,3.33,4.16,1.08,4.45,1.5,4.47,0.0,4.11,5.14,02,leaning-forward
2.83,2.83,3.84,2.97,3.31,4.07,1.06,4.43,1.5,4.4,0.0,4.11,5.1,02,leaning-forward
2.8,2.81,3.84,2.94,3.33,4.11,1.04,4.5,1.52,4.47,0.0,4.16,5.14,02,leaning-forward
2.83,2.79,3.84,2.94,3.35,4.14,1.08,4.5,1.5,4.5,0.0,4.14,5.07,02,leaning-forward
2.83,2.75,3.92,2.99,3.41,4.16,1.1,4.53,1.49,4.47,0.0,4.16,5.05,02,leaning-forward
2.89,2.81,3.86,2.94,3.4,4.11,1.08,4.45,1.49,4.45,0.0,4.11,4.99,02,leaning-forward
2.83,2.8,3.88,2.99,3.45,4.14,1.09,4.53,1.49,4.5,0.0,4.14,5.01,02,leaning-forward
2.83,2.83,3.84,3.01,3.38,4.05,1.09,4.47,1.46,4.59,0.0,4.14,5.1,02,leaning-forward
2.88,2.8,3.88,3.03,3.31,3.96,1.06,4.53,1.46,4.47,0.0,4.1,5.14,02,leaning-forward
2.89,2.79,3.92,2.99,3.38,4.07,1.1,4.53,1.48,4.59,0.0,4.14,5.18,02,leaning-forward
2.84,2.8,3.86,3.01,3.38,4.07,1.1,4.5,1.48,4.47,0.0,4.07,5.18,02,leaning-forward
2.84,2.79,3.88,2.95,3.31,4.01,1.09,4.5,1.46,4.5,0.0,4.11,5.24,02,leaning-forward
2.94,2.88,3.88,3.08,3.42,4.07,1.13,4.47,1.44,4.47,0.0,4.07,5.14,02,leaning-forward
2.89,2.83,3.86,3.06,3.42,4.03,1.11,4.47,1.45,4.53,0.0,4.07,5.05,02,leaning-forward
2.89,2.79,3.88,3.04,3.4,4.1,1.11,4.47,1.49,4.56,0.0,4.11,5.26,02,leaning-forward
2.9,2.8,3.88,3.13,3.4,4.1,1.13,4.47,1.48,4.53,0.0,4.1,5.24,02,leaning-forward
2.94,2.91,3.92,3.04,3.38,4.1,1.08,4.47,1.51,4.47,0.0,4.01,5.01,02,leaning-forward
2.91,2.85,3.94,3.06,3.36,4.1,1.11,4.5,1.55,4.56,0.0,4.1,5.01,02,leaning-forward
2.95,2.84,3.99,2.94,3.38,4.11,1.11,4.5,1.58,4.53,0.0,4.1,5.05,02,leaning-forward
3.01,2.89,3.92,2.92,3.36,4.11,1.09,4.43,1.56,4.56,0.0,4.05,5.01,02,leaning-forward
3.03,2.91,3.92,3.03,3.21,4.07,1.11,4.47,1.58,4.56,0.0,4.07,5.07,02,leaning-forward
3.06,2.89,3.92,3.03,3.26,4.05,1.11,4.5,1.58,4.61,0.0,4.07,5.05,02,leaning-forward
2.96,2.83,3.92,2.95,3.25,4.05,1.1,4.47,1.59,4.59,0.0,4.1,5.14,02,leaning-forward
3.04,2.88,3.94,2.97,3.31,4.14,1.11,4.53,1.58,4.59,0.0,4.05,4.95,02,leaning-forward
3.04,2.85,3.9,2.96,3.31,4.11,1.09,4.5,1.6,4.53,0.0,4.14,4.93,02,leaning-forward
2.94,2.83,3.81,3.01,3.35,4.14,1.11,4.5,1.63,4.64,0.0,4.11,4.99,02,leaning-forward
3.03,2.85,3.84,3.04,3.36,4.14,1.11,4.45,1.59,4.59,0.0,4.11,5.1,02,leaning-forward
2.99,2.78,3.9,2.97,3.35,4.1,1.1,4.5,1.58,4.64,0.0,4.1,4.89,02,leaning-forward
3.05,2.84,3.88,3.03,3.36,4.1,1.13,4.5,1.59,4.56,0.0,4.14,5.01,02,leaning-forward
3.08,2.88,3.88,3.03,3.35,4.11,1.1,4.5,1.6,4.64,0.0,4.16,5.07,02,leaning-forward
2.96,2.83,3.86,3.03,3.31,4.05,1.1,4.45,1.59,4.59,0.0,4.19,5.07,02,leaning-forward
3.13,2.84,3.9,3.01,3.33,4.1,1.09,4.5,1.6,4.53,0.0,4.16,5.07,02,leaning-forward
3.11,2.88,3.88,3.01,3.33,4.14,1.1,4.47,1.58,4.61,0.0,4.21,5.01,02,leaning-forward
3.06,2.8,3.86,3.01,3.35,4.1,1.09,4.47,1.6,4.59,0.0,4.21,5.07,02,leaning-forward
3.11,2.91,3.88,3.05,3.36,4.1,1.1,4.47,1.6,4.59,0.0,4.21,5.05,02,leaning-forward
3.08,2.9,3.88,3.01,3.38,4.14,1.13,4.53,1.55,4.56,0.0,4.14,5.01,02,leaning-forward
3.1,2.81,3.88,2.99,3.38,4.16,1.13,4.47,1.52,4.61,0.0,4.14,4.95,02,leaning-forward
3.05,2.84,3.9,2.97,3.35,4.1,1.11,4.43,1.59,4.64,0.0,4.14,5.01,02,leaning-forward
2.95,2.83,3.88,2.92,3.42,4.11,1.11,4.45,1.55,4.59,0.0,4.1,4.89,02,leaning-forward
2.96,2.81,3.84,3.03,3.38,4.16,1.13,4.56,1.56,4.64,0.0,4.1,4.86,02,leaning-forward
2.97,2.89,3.88,3.01,3.36,4.14,1.11,4.47,1.55,4.66,0.0,4.14,4.78,02,leaning-forward
3.11,2.88,3.86,3.05,3.36,4.11,1.11,4.53,1.55,4.59,0.0,4.05,4.78,02,leaning-forward
3.1,2.91,3.9,3.08,3.41,4.21,1.15,4.5,1.49,4.61,0.0,4.03,4.69,02,leaning-forward
2.97,2.85,3.88,3.06,3.41,4.19,1.15,4.47,1.54,4.56,0.0,4.05,4.89,02,leaning-forward
2.91,2.85,3.9,3.04,3.42,4.16,1.15,4.47,1.55,4.61,0.0,4.05,4.89,02,leaning-forward
2.81,2.81,3.9,3.1,3.42,4.16,1.16,4.53,1.5,4.56,0.0,4.05,4.86,02,leaning-forward
2.78,2.84,3.81,3.06,3.42,4.24,1.17,4.53,1.5,4.59,0.0,4.03,4.8,02,leaning-forward
2.75,2.81,3.88,3.1,3.45,4.19,1.17,4.5,1.5,4.61,0.0,4.03,4.86,02,leaning-forward
2.72,2.79,3.86,3.1,3.42,4.19,1.16,4.5,1.51,4.64,0.0,4.03,4.86,02,leaning-forward
2.69,2.79,3.88,3.08,3.47,4.14,1.14,4.5,1.58,4.64,0.0,4.03,4.93,02,leaning-forward
2.71,2.81,3.86,3.1,3.45,4.24,1.15,4.5,1.55,4.61,0.0,4.07,4.95,02,leaning-forward
2.7,2.84,3.92,3.08,3.46,4.19,1.14,4.5,1.55,4.61,0.0,4.01,4.99,02,leaning-forward
2.71,2.76,3.88,3.11,3.45,4.21,1.14,4.53,1.56,4.64,0.0,4.03,4.99,02,leaning-forward
2.81,2.89,3.92,3.13,3.47,4.24,1.14,4.45,1.55,4.61,0.0,4.05,5.07,02,leaning-forward
2.85,2.85,3.86,3.1,3.42,4.19,1.14,4.53,1.54,4.64,0.0,4.1,5.05,02,leaning-forward
2.85,2.84,3.88,3.08,3.42,4.19,1.15,4.5,1.56,4.61,0.0,4.1,5.01,02,leaning-forward
2.89,2.9,3.81,3.1,3.4,4.21,1.14,4.5,1.52,4.69,0.0,4.07,5.05,02,leaning-forward
2.91,2.85,3.88,3.1,3.51,4.19,1.16,4.53,1.54,4.64,0.0,4.11,5.07,02,leaning-forward
2.94,2.8,3.88,3.1,3.41,4.16,1.14,4.5,1.5,4.61,0.0,4.11,4.95,02,leaning-forward
2.92,2.85,3.94,3.1,3.41,4.14,1.14,4.56,1.5,4.61,0.0,4.11,4.95,02,leaning-forward
2.9,2.83,3.9,3.1,3.38,4.1,1.13,4.5,1.5,4.64,0.0,4.11,5.07,02,leaning-forward
2.91,2.85,3.92,3.06,3.42,4.19,1.16,4.56,1.51,4.66,0.0,4.11,5.05,02,leaning-forward
2.94,2.91,3.86,3.05,3.47,4.21,1.14,4.56,1.51,4.64,0.0,4.19,5.05,02,leaning-forward
2.96,2.85,3.94,3.1,3.45,4.19,1.15,4.53,1.5,4.72,0.0,4.16,4.99,02,leaning-forward
2.95,2.89,3.92,3.17,3.51,4.16,1.16,4.53,1.54,4.61,0.0,4.14,5.05,02,leaning-forward
2.94,2.83,3.96,3.1,3.47,4.21,1.16,4.53,1.56,4.72,0.0,4.14,5.01,02,leaning-forward
2.95,2.89,3.94,3.11,3.36,4.1,1.14,4.45,1.56,4.64,0.0,4.14,5.07,02,leaning-forward
2.97,2.88,3.99,3.11,3.45,4.19,1.15,4.53,1.58,4.69,0.0,4.14,5.1,02,leaning-forward
2.97,2.92,3.94,3.08,3.5,4.14,1.16,4.47,1.55,4.61,0.0,4.1,5.1,02,leaning-forward
3.01,2.92,3.96,3.11,3.41,4.19,1.17,4.5,1.52,4.64,0.0,4.11,4.99,02,leaning-forward
2.99,2.9,3.96,3.06,3.42,4.21,1.16,4.5,1.54,4.61,0.0,4.05,4.89,02,leaning-forward
2.99,2.89,3.96,3.06,3.45,4.19,1.16,4.47,1.52,4.66,0.0,4.05,4.93,02,leaning-forward
2.99,2.91,4.01,3.1,3.42,4.19,1.17,4.53,1.59,4.64,0.0,4.11,4.93,02,leaning-forward
3.01,2.9,3.96,3.1,3.38,4.14,1.16,4.53,1.6,4.61,0.0,4.1,5.01,02,leaning-forward
2.99,2.9,3.9,3.08,3.38,4.14,1.16,4.5,1.59,4.72,0.0,4.1,5.01,02,leaning-forward
3.01,2.91,3.96,3.06,3.4,4.11,1.15,4.56,1.6,4.64,0.0,4.14,5.05,02,leaning-forward
